step,actor_use_cached_prefix_old_logprob,actor_prefix_mask_sum,actor_entropy,actor_pg_clipfrac,actor_ppo_kl,actor_pg_clipfrac_lower,actor_continuation_loss,actor_prefix_loss,actor_pg_loss,actor_prefix_loss_weight,actor_prefix_token_count,actor_prefix_old_logprob_source,actor_prefix_loss_mode_joint,actor_prefix_logprob_delta_mean,actor_prefix_logprob_delta_abs_mean,actor_prefix_ratio_mean,actor_prefix_advantage_mean,actor_prefix_advantage_abs_mean,actor_prefix_token_frac,actor_prefix_loss_contribution,actor_prefix_loss_share,actor_continuation_pg_clipfrac,actor_continuation_ppo_kl,actor_continuation_pg_clipfrac_lower,actor_prefix_pg_clipfrac,actor_prefix_ppo_kl,actor_prefix_pg_clipfrac_lower,actor_prefix_clip_override_active,actor_prefix_clip_ratio,actor_prefix_clip_ratio_low,actor_prefix_clip_ratio_high,actor_prefix_clip_ratio_c,actor_grad_norm,perf_mfu_actor,perf_max_memory_allocated_gb,perf_max_memory_reserved_gb,perf_cpu_memory_used_gb,actor_lr,training_global_step,training_epoch,critic_score_mean,critic_score_max,critic_score_min,critic_rewards_mean,critic_rewards_max,critic_rewards_min,critic_advantages_mean,critic_advantages_max,critic_advantages_min,critic_returns_mean,critic_returns_max,critic_returns_min,response_length_mean,response_length_max,response_length_min,response_length_clip_ratio,assistant_response_length_mean,assistant_response_length_max,assistant_response_length_min,response_length_non_aborted_mean,response_length_non_aborted_max,response_length_non_aborted_min,response_length_non_aborted_clip_ratio,response_aborted_ratio,prompt_length_mean,prompt_length_max,prompt_length_min,prompt_length_clip_ratio,num_turns_min,num_turns_max,num_turns_mean,group_reward_all_zero_rate,group_reward_at_least_one_positive_rate,group_reward_positive_responses_per_group_mean,group_reward_positive_responses_per_group_max,group_reward_sum_per_group_mean,group_size_mean,group_size_min,group_size_max,timing_s_start_profile,timing_s_agent_loop_generate_sequences_min,timing_s_agent_loop_generate_sequences_max,timing_s_agent_loop_generate_sequences_mean,timing_s_agent_loop_tool_calls_min,timing_s_agent_loop_tool_calls_max,timing_s_agent_loop_tool_calls_mean,timing_s_agent_loop_slowest_generate_sequences,timing_s_agent_loop_slowest_tool_calls,timing_s_agent_loop_slowest_prompt_length,timing_s_agent_loop_slowest_response_length,timing_s_agent_loop_response_length_min,timing_s_agent_loop_response_length_max,timing_s_agent_loop_response_length_mean,timing_s_agent_loop_llm_response_length_min,timing_s_agent_loop_llm_response_length_max,timing_s_agent_loop_llm_response_length_mean,timing_s_agent_loop_num_turns_min,timing_s_agent_loop_num_turns_max,timing_s_agent_loop_num_turns_mean,timing_s_gen,timing_s_reward,timing_s_old_log_prob,timing_s_adv,timing_s_update_actor,timing_s_step,timing_s_stop_profile,timing_per_token_ms_update_actor,timing_per_token_ms_adv,timing_per_token_ms_gen,perf_total_num_tokens,perf_time_per_step,perf_throughput,timing_s_save_checkpoint,_source_segment
68,True,6992,0.0945065170526504,0.0040454884583596,5.7133525388053386e-05,1.168710514320992e-05,0.0077753650548402,-0.0854998142458498,-0.0777244495111517,1.0,437.0,1.0,0.0,1.2426485493779182,1.2426485493779182,9499059.8125,0.632185710594058,0.632185710594058,0.0743696809306153,-0.0854998142458498,0.5753845924130002,0.0040454884583596,5.7133525388053386e-05,1.168710514320992e-05,0.2573710614815354,-1.0692706480622292,0.0,0.0,0.2,0.2,0.2,3.0,1.24609375,0.1695430376056711,190.1246109008789,199.419921875,174.05482482910156,5e-06,68,0,0.4921875,1.0,0.0,0.4921875,1.0,0.0,-0.2057942152023315,2.4748666286468506,-2.4748666286468506,-0.2057942152023315,2.4748666286468506,-2.4748666286468506,2843.046875,4096.0,399.0,0.25,961.734375,2552.0,120.0,2843.046875,4096.0,399.0,0.25,0.0,663.9375,941.0,346.0,0.0,7,31,21.78125,0.125,0.875,3.9375,8,3.9375,8.0,8,8,3.238767385482788e-05,1.10064142011106,24.51499780267477,8.942525212391047,1.2889101151376965,107.93892001919448,25.61972226119542,20.03301919437945,107.93892001919448,409,4096,399.0,4096.0,2843.046875,120.0,2552.0,961.734375,7.0,31.0,21.78125,143.2723785508424,9.53078269958496e-05,3.382222106680274,0.0032162740826606,40.698885252699256,187.3890330083668,3.989227116107941e-05,0.0906648011617425,7.164885435449516e-06,0.3937027796731125,448894,187.3890330083668,1197.7595294489756,,training_metrics_prefix_grpo.csv
69,True,4632,0.0950485989451408,0.0029848484155081,-0.0001184869776693,8.883697773853783e-06,0.0044400113620213,-0.1059554195962846,-0.1015154077904298,1.0,289.5,1.0,0.0,1.1212718561291697,1.1212718561291697,7845185.0,0.7732860851101577,0.7732860851101577,0.0416923856079949,-0.1059554195962846,0.6315696236108626,0.0029848484155081,-0.0001184869776693,8.883697773853783e-06,0.3466769615188241,-0.9757275097072124,0.0,0.0,0.2,0.2,0.2,3.0,1.056640625,0.171892535944005,190.1246109008789,199.419921875,174.50181198120117,5e-06,69,0,0.421875,1.0,0.0,0.421875,1.0,0.0,-0.1646972894668579,1.6201815605163574,-2.4748666286468506,-0.1646972894668579,1.6201815605163574,-2.4748666286468506,3247.3125,4096.0,726.0,0.4765625,1146.40625,2991.0,130.0,3247.3125,4096.0,726.0,0.4765625,0.0,620.6875,939.0,364.0,0.0,7,31,22.59375,0.3125,0.6875,3.375,8,3.375,8.0,8,8,3.204867243766785e-05,1.1971623059362173,30.04980377480388,10.851178482625985,2.8822479154914618,111.04757527448236,38.38731444705627,24.082836285233498,108.26895971037447,404,4096,726.0,4096.0,3247.3125,130.0,2991.0,1146.40625,7.0,31.0,22.59375,158.87940103001893,9.439699351787568e-05,3.667126152664423,0.0030142255127429,44.64477453753352,207.2220591194928,3.672763705253601e-05,0.090172518374995,6.088065361505858e-06,0.382237718281509,495104,207.2220591194928,1194.621851804162,,training_metrics_prefix_grpo.csv
70,True,8808,0.0927731841802597,0.0030505775066558,-2.5691957944218306e-05,7.526301942561986e-06,0.0066557989775901,-0.0710467139724642,-0.0643909149221144,1.0,550.5,1.0,0.0,1.1499885022640228,1.1499885022640228,8755006.0,0.5249439775943756,0.5249439775943756,0.1060313221651977,-0.0710467139724642,0.5573392663017397,0.0030505775066558,-2.5691957944218306e-05,7.526301942561986e-06,0.2063335492275655,-0.9876073449850082,0.0,0.0,0.2,0.2,0.2,3.0,1.19140625,0.170852014309869,190.1246109008789,199.419921875,174.44723892211914,5e-06,70,0,0.40625,1.0,0.0,0.40625,1.0,0.0,-0.1704374551773071,2.4748666286468506,-2.4748666286468506,-0.1704374551773071,2.4748666286468506,-2.4748666286468506,2870.640625,4096.0,142.0,0.359375,909.4453125,2693.0,41.0,2870.640625,4096.0,142.0,0.359375,0.0,704.5625,992.0,305.0,0.0,3,31,22.4296875,0.375,0.625,3.25,8,3.25,8.0,8,8,3.2627955079078674e-05,0.364992506802082,25.63934207893908,8.569533257046714,0.1711148731410503,93.54547357745469,25.01339523891511,7.69238087721169,93.54547357745469,654,4096,142.0,4096.0,2870.640625,41.0,2693.0,909.4453125,3.0,31.0,22.4296875,124.32143075205386,0.000116690993309,3.8028968404978514,0.0029826033860445,41.32657070457935,169.48320755921304,4.206784069538117e-05,0.0903064308072079,6.517556664272795e-06,0.3383430058405241,457626,169.48320755921304,1350.062954880404,,training_metrics_prefix_grpo.csv
71,True,5368,0.0933198779821395,0.002744847399299,-7.478729594367906e-05,3.0007110353835745e-05,0.0023207763151731,-0.0611794629367068,-0.0588586867088452,1.0,335.5,1.0,0.0,1.0104875937104223,1.0104875937104223,8278783.78125,0.4564434750936925,0.4564434750936925,0.0618664326520541,-0.0611794629367068,0.5364590543240815,0.002744847399299,-7.478729594367906e-05,3.0007110353835745e-05,0.1813609113451093,-0.8523277156054974,0.0,0.0,0.2,0.2,0.2,3.0,1.0078125,0.1677905819072495,190.1246109008789,199.419921875,174.6523551940918,5e-06,71,0,0.4765625,1.0,0.0,0.4765625,1.0,0.0,-0.1365371644496917,2.4748666286468506,-2.4748666286468506,-0.1365371644496917,2.4748666286468506,-2.4748666286468506,2750.3828125,4096.0,667.0,0.2578125,1008.03125,2866.0,127.0,2750.3828125,4096.0,667.0,0.2578125,0.0,552.6875,935.0,305.0,0.0,7,31,22.7421875,0.25,0.75,3.8125,8,3.8125,8.0,8,8,3.31290066242218e-05,1.161723030731082,28.361567242071036,9.581731333426433,2.189489549025893,69.80987824127078,22.777039139225963,6.430594485253096,69.80987824127078,556,3505,667.0,4096.0,2750.3828125,127.0,2866.0,1008.03125,7.0,31.0,22.7421875,100.9706664159894,9.561888873577118e-05,3.1591634061187506,0.0030348785221576,38.26083088852465,142.42224313504994,3.8664788007736206e-05,0.0904954218459734,7.178166436430284e-06,0.2868085590812341,422793,142.42224313504994,1484.2941337438856,,training_metrics_prefix_grpo.csv
72,True,6872,0.0862373635172844,0.0017933365807039,-0.0001172763247154,1.0925975857389858e-05,0.005773751232482,-0.067485347186448,-0.0617115951026789,1.0,429.5,1.0,0.0,1.1737919449806211,1.1737919449806211,9550521.625,0.4951934909913689,0.4951934909913689,0.0876478161004948,-0.067485347186448,0.6559208835210171,0.0017933365807039,-0.0001172763247154,1.0925975857389858e-05,0.2096993415616452,-0.999745823442936,0.0,0.0,0.2,0.2,0.2,3.0,0.76171875,0.16791158414534,190.1246109008789,199.419921875,174.5441665649414,5e-06,72,0,0.4765625,1.0,0.0,0.4765625,1.0,0.0,-0.1273752301931381,2.4748666286468506,-2.4748666286468506,-0.1273752301931381,2.4748666286468506,-2.4748666286468506,2631.1484375,4096.0,331.0,0.3046875,986.7734375,2831.0,96.0,2631.1484375,4096.0,331.0,0.3046875,0.0,620.5,1021.0,329.0,0.0,5,31,20.4921875,0.3125,0.6875,3.8125,8,3.8125,8.0,8,8,3.001093864440918e-05,0.9077711030840874,28.631577502936125,9.573053742220509,2.916397647932172,82.26558902859688,18.75663191468629,13.811508363112807,82.26558902859688,539,4096,331.0,4096.0,2631.1484375,96.0,2831.0,986.7734375,5.0,31.0,20.4921875,115.08185258693992,9.137950837612152e-05,3.174370115622878,0.0029506012797355,37.872955141589046,156.16038224473596,4.1387975215911865e-05,0.0909946040387905,7.089195815909635e-06,0.3417051506944743,416211,156.16038224473596,1332.6395402507096,,training_metrics_prefix_grpo.csv
73,True,5400,0.0884187072515487,0.0044767224535462,0.0002091796650347,3.545522667991463e-05,0.0115855992298747,-0.0838046978460624,-0.0722190997039433,1.0,337.5,1.0,0.0,1.124873150140047,1.124873150140047,8430645.75,0.6120024565607309,0.6120024565607309,0.0623359149876781,-0.0838046978460624,0.5176656924221097,0.0044767224535462,0.0002091796650347,3.545522667991463e-05,0.2702740509994328,-0.9705036357045174,0.0,0.0,0.2,0.2,0.2,3.0,1.5078125,0.1703661664888823,190.1246109008789,199.419921875,175.17756271362305,5e-06,73,0,0.421875,1.0,0.0,0.421875,1.0,0.0,-0.1950044631958007,1.6201815605163574,-2.4748666286468506,-0.1950044631958007,1.6201815605163574,-2.4748666286468506,2979.140625,4096.0,44.0,0.3671875,824.7734375,2929.0,33.0,2979.140625,4096.0,44.0,0.3671875,0.0,673.5625,924.0,357.0,0.0,3,31,21.6171875,0.3125,0.6875,3.375,7,3.375,8.0,8,8,5.527026951313019e-05,0.3109180796891451,27.78694379143417,7.685615732247243,8.665025234222412e-06,134.301788398996,40.01830073201563,6.542616154998541,134.301788398996,357,2502,44.0,4096.0,2979.140625,33.0,2929.0,824.7734375,3.0,31.0,21.6171875,159.30350878462195,9.824708104133606e-05,3.5281767304986715,0.0029795337468385,42.37318545393646,205.2355166487396,6.412714719772339e-05,0.0906289123507343,6.372707170713833e-06,0.4177576083303751,467546,205.2355166487396,1139.0474895244486,,training_metrics_prefix_grpo.csv
74,True,4408,0.0953985527157783,0.0023948213711264,4.729513511847472e-05,2.637161446727987e-05,0.0029810868581989,-0.0574601733242161,-0.0544790868880227,1.0,275.5,1.0,0.0,1.0976329520344734,1.0976329520344734,7983203.28125,0.4207333219237625,0.4207333219237625,0.0368203539044933,-0.0574601733242161,0.6330030552537369,0.0023948213711264,4.729513511847472e-05,2.637161446727987e-05,0.2423050445504486,-0.9503032378852369,0.0,0.0,0.2,0.2,0.2,3.0,0.80859375,0.1742140005415522,190.1246109008789,199.419921875,175.88137817382812,5e-06,74,0,0.2734375,1.0,0.0,0.2734375,1.0,0.0,-0.0703678280115127,2.4748666286468506,-1.6201815605163574,-0.0703678280115127,2.4748666286468506,-1.6201815605163574,3515.2890625,4096.0,1234.0,0.484375,1007.703125,2497.0,229.0,3515.2890625,4096.0,1234.0,0.484375,0.0,677.875,951.0,390.0,0.0,11,31,24.40625,0.5,0.5,2.1875,8,2.1875,8.0,8,8,3.503821790218353e-05,2.132511531934142,23.827560121193528,9.414256212374312,7.397327084094286,172.5257612168789,54.17591627666843,15.746543051674962,172.5257612168789,476,4096,1234.0,4096.0,3515.2890625,229.0,2497.0,1007.703125,11.0,31.0,24.40625,201.82356599532068,0.0001731719821691,3.86343596316874,0.0031344387680292,48.05795882642269,253.7759375553578,3.806315362453461e-05,0.0895392590738696,5.839934357500047e-06,0.4485396737806517,536725,253.7759375553578,1057.478114691076,,training_metrics_prefix_grpo.csv
75,True,3976,0.0884786173701286,0.0039656475710216,-0.0001403140817615,2.0342584093668847e-05,-0.0124521008692681,-0.0301654570794198,-0.0426175581524148,1.0,248.5,1.0,0.0,0.7843073606491089,0.7843073606491089,6093893.25,0.223175763618201,0.223175763618201,0.0779986158309395,-0.0301654570794198,0.1476787098946939,0.0039656475710216,-0.0001403140817615,2.0342584093668847e-05,0.0719455590005964,-0.6769227683544159,0.0,0.0,0.2,0.2,0.2,3.0,1.71484375,0.1699596203400924,190.1246109008789,199.419921875,176.65157318115234,5e-06,75,0,0.4140625,1.0,0.0,0.4140625,1.0,0.0,-0.173893004655838,2.4748666286468506,-2.4748666286468506,-0.173893004655838,2.4748666286468506,-2.4748666286468506,2982.421875,4096.0,158.0,0.421875,905.5625,2591.0,35.0,2982.421875,4096.0,158.0,0.421875,0.0,608.875,1003.0,357.0,0.0,3,31,21.1328125,0.25,0.75,3.3125,8,3.3125,8.0,8,8,3.369152545928955e-05,0.3204159010201692,24.684888135641813,8.54659674751747,1.1539763621985912,121.89022320136428,42.16220256357337,7.471191111952066,121.89022320136428,576,4096,158.0,4096.0,2982.421875,35.0,2591.0,905.5625,3.0,31.0,21.1328125,142.65512315556407,9.963475167751312e-05,3.4788106251508,0.0030139815062284,41.74049779959023,187.91095708683133,3.8776546716690063e-05,0.0908021949756795,6.55660930771972e-06,0.3736872905188318,459686,187.91095708683133,1223.1484718253678,,training_metrics_prefix_grpo.csv
76,True,4768,0.0893537849187851,0.0035265703627374,4.808948796153345e-05,2.4515272343705877e-05,0.0020821759244427,-0.0718886750983074,-0.0698064985917881,1.0,298.0,1.0,0.0,1.0858783908188343,1.0858783908188343,8562899.03125,0.5323710888624191,0.5323710888624191,0.0571545683415873,-0.0718886750983074,0.6528221444738308,0.0035265703627374,4.808948796153345e-05,2.4515272343705877e-05,0.2622506814077496,-0.9298088103532792,0.0,0.0,0.2,0.2,0.2,3.0,1.14453125,0.1702335177795652,190.1246109008789,199.419921875,176.9432830810547,5e-06,76,0,0.46875,1.0,0.0,0.46875,1.0,0.0,-0.114813819527626,2.4748666286468506,-2.4748666286468506,-0.114813819527626,2.4748666286468506,-2.4748666286468506,2988.203125,4096.0,187.0,0.390625,861.375,2730.0,37.0,2988.203125,4096.0,187.0,0.390625,0.0,638.125,1008.0,415.0,0.0,3,31,22.5078125,0.1875,0.8125,3.75,8,3.75,8.0,8,8,3.2046809792518616e-05,0.3440290316939354,25.173879818990827,8.126282306518988,1.1815683580935,113.92140942253172,38.78133310029807,4.291091810911894,113.92140942253172,653,4007,187.0,4096.0,2988.203125,37.0,2730.0,861.375,3.0,31.0,22.5078125,144.09184733964503,9.595043957233428e-05,3.5050575621426105,0.0030111633241176,41.91810776852071,189.54818795248863,3.762170672416687e-05,0.0903076626419646,6.487199353938558e-06,0.3767205609026249,464170,189.54818795248863,1224.4115995356992,,training_metrics_prefix_grpo.csv
77,True,5736,0.0915773883461952,0.0034788232005666,5.183976554690162e-05,1.6375488939956995e-05,0.0096320896882389,-0.0635158265358768,-0.0538837367494124,1.0,358.5,1.0,0.0,1.307496689260006,1.307496689260006,9411894.09375,0.4645001962780952,0.4645001962780952,0.0775225240224616,-0.0635158265358768,0.5521199016927524,0.0034788232005666,5.183976554690162e-05,1.6375488939956995e-05,0.2376513588242232,-1.1263608895242214,0.0,0.0,0.2,0.2,0.2,3.0,1.19140625,0.1684139707776502,190.1246109008789,199.419921875,176.96718215942383,5e-06,77,0,0.546875,1.0,0.0,0.546875,1.0,0.0,-0.1427825391292572,2.4748666286468506,-2.4748666286468506,-0.1427825391292572,2.4748666286468506,-2.4748666286468506,2732.40625,4096.0,601.0,0.2734375,781.625,2210.0,148.0,2732.40625,4096.0,601.0,0.2734375,0.0,617.4375,926.0,305.0,0.0,7,31,21.671875,0.125,0.875,4.375,8,4.375,8.0,8,8,3.270991146564484e-05,1.3529713451862335,20.04175805859268,7.306835547176888,5.440678765997291,117.83954908140004,30.38076455726696,8.949747553095222,117.83954908140004,500,3899,601.0,4096.0,2732.40625,148.0,2210.0,781.625,7.0,31.0,21.671875,136.81952548213303,9.590573608875276e-05,3.2716935891658068,0.0030966568738222,38.81184310652316,178.9340817965567,4.712305963039398e-05,0.0905169156829216,7.222017990163282e-06,0.3911945900537902,428780,178.9340817965567,1198.1507259402697,,training_metrics_prefix_grpo.csv
78,True,7272,0.0872273817658424,0.0033533753958181,0.0002474465652539,3.292443443569937e-05,-0.0015273626195266,-0.0402532613370567,-0.0417806245968677,1.0,454.5,1.0,0.0,1.1495098322629929,1.1495098322629929,9241375.28125,0.2991588087752461,0.2991588087752461,0.1059306034148409,-0.0402532613370567,0.4353203584944786,0.0033533753958181,0.0002474465652539,3.292443443569937e-05,0.1544639011844992,-0.9776824079453944,0.0,0.0,0.2,0.2,0.2,3.0,1.6015625,0.1683272774466375,190.1246109008789,199.419921875,177.22691345214844,5e-06,78,0,0.40625,1.0,0.0,0.40625,1.0,0.0,-0.108644962310791,2.4748666286468506,-2.4748666286468506,-0.108644962310791,2.4748666286468506,-2.4748666286468506,2685.296875,4096.0,122.0,0.203125,838.5078125,2765.0,41.0,2685.296875,4096.0,122.0,0.203125,0.0,638.3125,1003.0,321.0,0.0,3,31,22.7734375,0.1875,0.8125,3.25,8,3.25,8.0,8,8,2.997554838657379e-05,0.3765445407480001,26.593929717317224,8.057843937145662,1.196700993925333,88.23047181591392,26.06445504126896,15.11820906586945,80.2840172611177,321,3192,122.0,4096.0,2685.296875,41.0,2765.0,838.5078125,3.0,31.0,22.7734375,115.55873005837202,9.822845458984376e-05,3.2446684893220663,0.0031051039695739,38.58490337245166,157.42476685531437,3.701820969581604e-05,0.0906979502057995,7.298879629107039e-06,0.3362021484425372,425422,157.42476685531437,1351.1914563957905,,training_metrics_prefix_grpo.csv
79,True,5840,0.0818380415439605,0.0022644478740403,-2.910492867158609e-05,2.3921087176859143e-05,-0.0012879078276455,-0.0601740276324562,-0.0614619351108558,1.0,365.0,1.0,0.0,1.2252983897924423,1.2252983897924423,9097152.34375,0.4429909563623369,0.4429909563623369,0.0731123264174163,-0.0601740276324562,0.5394849473912424,0.0022644478740403,-2.910492867158609e-05,2.3921087176859143e-05,0.1768236320931464,-1.0519387684762478,0.0,0.0,0.2,0.2,0.2,3.0,0.89453125,0.170077065492372,190.1246109008789,199.419921875,178.00742721557617,5e-06,79,0,0.5234375,1.0,0.0,0.5234375,1.0,0.0,-0.0734419301152229,2.4748666286468506,-1.6201815605163574,-0.0734419301152229,2.4748666286468506,-1.6201815605163574,2826.015625,4096.0,469.0,0.3203125,939.5234375,2539.0,125.0,2826.015625,4096.0,469.0,0.3203125,0.0,647.625,960.0,385.0,0.0,7,31,21.2265625,0.1875,0.8125,4.1875,8,4.1875,8.0,8,8,3.0936673283576965e-05,1.169151209294796,26.054219242185354,8.933774941164302,3.822158358991146,105.00971629656851,26.17269549770572,14.766270007938148,105.00971629656851,539,4096,469.0,4096.0,2826.015625,125.0,2539.0,939.5234375,7.0,31.0,21.2265625,132.90466186404228,9.807199239730836e-05,3.415451778098941,0.0029866080731153,40.097152940928936,176.4531005807221,3.975629806518555e-05,0.0901817548702256,6.7171242192659644e-06,0.367413987957986,444626,176.4531005807221,1259.8985184638243,,training_metrics_prefix_grpo.csv
80,True,4216,0.0824397280812263,0.0028132982388342,4.5247596744957264e-05,7.164596354414243e-06,0.0080899095773929,-0.0514925892930477,-0.0434026799484854,1.0,263.5,1.0,0.0,1.228524960577488,1.228524960577488,8044417.4375,0.3762809429317713,0.3762809429317713,0.0407656106218314,-0.0514925892930477,0.3641188847729274,0.0028132982388342,4.5247596744957264e-05,7.164596354414243e-06,0.1630443828180432,-1.07619983330369,0.0,0.0,0.2,0.2,0.2,3.0,1.1484375,0.168263967297659,190.1246109008789,199.419921875,178.11478424072266,5e-06,80,0,0.453125,1.0,0.0,0.453125,1.0,0.0,-0.1414132118225097,2.4748666286468506,-2.4748666286468506,-0.1414132118225097,2.4748666286468506,-2.4748666286468506,2702.734375,4096.0,752.0,0.2265625,817.2890625,2791.0,163.0,2702.734375,4096.0,752.0,0.2265625,0.0,550.625,875.0,320.0,0.0,9,31,22.8125,0.25,0.75,3.625,8,3.625,8.0,8,8,3.251619637012482e-05,1.5411850549280643,26.094610530883077,7.802934967374313,4.9433976002037525,71.96721482276917,29.353974653815385,10.472060721367598,67.83952858112752,467,3641,752.0,4096.0,2702.734375,163.0,2791.0,817.2890625,9.0,31.0,22.8125,95.21317699365318,9.586289525032043e-05,3.1617269180715084,0.0031810421496629,37.69416045770049,136.105245616287,4.370138049125672e-05,0.0905173989811024,7.638840020322675e-06,0.2752223644851949,416430,136.105245616287,1529.8087818525933,,training_metrics_prefix_grpo.csv
81,True,6776,0.0936351269483566,0.0032729369522712,-2.005420763140364e-05,2.7728483473765664e-06,-0.0027527105921762,-0.0667984731844626,-0.0695511839439859,1.0,423.5,1.0,0.0,1.2427954152226448,1.2427954152226448,8716970.6875,0.488725442904979,0.488725442904979,0.0648632675862066,-0.0667984731844626,0.5776157775075859,0.0032729369522712,-2.005420763140364e-05,2.7728483473765664e-06,0.2339571928605437,-1.0708475038409233,0.0,0.0,0.2,0.2,0.2,3.0,1.12890625,0.1688764221744589,190.1246109008789,199.419921875,177.7920799255371,5e-06,81,0,0.5078125,1.0,0.0,0.5078125,1.0,0.0,-0.1113714054226875,2.4748666286468506,-2.4748666286468506,-0.1113714054226875,2.4748666286468506,-2.4748666286468506,2905.6640625,4096.0,734.0,0.2734375,1100.7578125,3016.0,163.0,2905.6640625,4096.0,734.0,0.2734375,0.0,593.6875,876.0,327.0,0.0,9,31,23.078125,0.1875,0.8125,4.0625,8,4.0625,8.0,8,8,6.276927888393402e-05,1.461495470255613,28.47321945242584,10.56634373406996,3.950280088931322,64.36582427471876,20.78292650931689,14.72474991902709,64.36582427471876,479,4096,734.0,4096.0,2905.6640625,163.0,3016.0,1100.7578125,9.0,31.0,23.078125,99.0571380406618,0.0001221224665641,3.478837015107274,0.0031524710357189,40.76759462431073,143.33564276248217,4.091113805770874e-05,0.0910159574749579,7.03806963280902e-06,0.2663363259814796,447917,143.33564276248217,1562.4759877144857,,training_metrics_prefix_grpo.csv
82,True,5896,0.0855996832251548,0.0024956658526207,0.0005084255997189,4.019292646262329e-06,0.0002419207448838,-0.0400929918687325,-0.039851071225712,1.0,368.5,1.0,0.0,1.2472245693206787,1.2472245693206787,9254710.0,0.2916420071851462,0.2916420071851462,0.0854105092189631,-0.0400929918687325,0.4380558460050686,0.0024956658526207,0.0005084255997189,4.019292646262329e-06,0.1496992195025086,-1.076051238924265,0.0,0.0,0.2,0.2,0.2,3.0,1.16796875,0.1681512096807429,190.1246109008789,199.419921875,178.12175369262695,5e-06,82,0,0.4921875,1.0,0.0,0.4921875,1.0,0.0,-0.097440630197525,1.6201815605163574,-2.4748666286468506,-0.097440630197525,1.6201815605163574,-2.4748666286468506,2547.9609375,4096.0,142.0,0.2109375,701.578125,2448.0,49.0,2547.9609375,4096.0,142.0,0.2109375,0.0,627.75,875.0,303.0,0.0,3,31,21.140625,0.3125,0.6875,3.9375,8,3.9375,8.0,8,8,3.125518560409546e-05,0.4491750709712505,25.127871735021472,6.530765076793614,0.0895521752536296,92.32324494421482,29.48158418710227,7.451277384534478,92.32324494421482,506,3727,142.0,4096.0,2547.9609375,49.0,2448.0,701.578125,3.0,31.0,21.140625,117.71168458648026,8.784234523773193e-05,3.1011308524757624,0.0029690116643905,36.72975313104689,157.5754234157503,3.631226718425751e-05,0.0903580968116068,7.304003445071512e-06,0.3609248957851722,406491,157.5754234157503,1289.8299467915936,,training_metrics_prefix_grpo.csv
83,True,4648,0.0853057205677032,0.0032352575362892,5.517305753954816e-05,1.311139408244344e-05,0.0052046618984604,-0.0465372824692167,-0.0413326201960444,1.0,290.5,1.0,0.0,0.9452063590288162,0.9452063590288162,6859128.59375,0.3432270232588053,0.3432270232588053,0.0352918485547246,-0.0465372824692167,0.3857992454776029,0.0032352575362892,5.517305753954816e-05,1.311139408244344e-05,0.137298138346523,-0.8149258233606815,0.0,0.0,0.2,0.2,0.2,3.0,1.1953125,0.1693544258572285,190.1246109008789,199.419921875,178.92055130004883,5e-06,83,0,0.453125,1.0,0.0,0.453125,1.0,0.0,-0.1857737898826599,2.4748666286468506,-1.6201815605163574,-0.1857737898826599,2.4748666286468506,-1.6201815605163574,2805.78125,4096.0,742.0,0.1953125,904.3515625,2846.0,251.0,2805.78125,4096.0,742.0,0.1953125,0.0,588.3125,985.0,303.0,0.0,9,31,23.1875,0.25,0.75,3.625,8,3.625,8.0,8,8,3.234110772609711e-05,2.3286192175000906,27.497898377478123,8.458366040533292,6.475283898413181,89.59005323797464,32.38232759592938,12.315367640927434,85.23516372218728,303,2083,742.0,4096.0,2805.78125,251.0,2846.0,904.3515625,9.0,31.0,23.1875,135.89396236650646,9.236671030521391e-05,3.3111125137656927,0.0029450263828039,39.230335583910346,178.4663214161992,3.87486070394516e-05,0.0903000975589727,6.7788400410729965e-06,0.3783871536629349,434444,178.4663214161992,1217.1596202368016,,training_metrics_prefix_grpo.csv
84,True,2648,0.0856775194406509,0.0026613579830154,0.000174450782822,1.654810830586939e-05,0.0044614272737817,-0.0297589018009603,-0.0252974748727865,1.0,165.5,1.0,0.0,1.2883561104536057,1.2883561104536057,9093697.125,0.2207172065973281,0.2207172065973281,0.0226191678398638,-0.0297589018009603,0.2724469556237049,0.0026613579830154,0.000174450782822,1.654810830586939e-05,0.0965145844966173,-1.1266483440995216,0.0,0.0,0.2,0.2,0.2,3.0,0.955078125,0.1707193518896338,190.1246109008789,199.419921875,178.91012954711914,5e-06,84,0,0.3125,1.0,0.0,0.3125,1.0,0.0,-0.1523089110851287,2.4748666286468506,-2.4748666286468506,-0.1523089110851287,2.4748666286468506,-2.4748666286468506,3128.53125,4096.0,819.0,0.3203125,987.03125,2815.0,178.0,3128.53125,4096.0,819.0,0.3203125,0.0,568.3125,971.0,322.0,0.0,7,31,25.1015625,0.375,0.625,2.5,8,2.5,8.0,8,8,3.433600068092346e-05,1.6443049684166908,26.629428977146745,9.221053087967448,6.731580076739192,130.6140973009169,45.35689078127325,9.518312759697436,130.6140973009169,401,3276,819.0,4096.0,3128.53125,178.0,2815.0,987.03125,7.0,31.0,25.1015625,147.23332289606333,9.978003799915314e-05,3.5408273562788963,0.0033561903983354,42.58154138922691,193.38604038394988,4.244968295097351e-05,0.0899871118716703,7.092600948307798e-06,0.3676678425780451,473196,193.38604038394988,1223.4492186212449,,training_metrics_prefix_grpo.csv
