step,actor_use_cached_prefix_old_logprob,actor_prefix_mask_sum,actor_entropy,actor_pg_clipfrac,actor_ppo_kl,actor_pg_clipfrac_lower,actor_continuation_loss,actor_prefix_loss,actor_pg_loss,actor_prefix_loss_weight,actor_prefix_token_count,actor_prefix_old_logprob_source,actor_prefix_loss_mode_joint,actor_prefix_logprob_delta_mean,actor_prefix_logprob_delta_abs_mean,actor_prefix_ratio_mean,actor_prefix_advantage_mean,actor_prefix_advantage_abs_mean,actor_prefix_token_frac,actor_prefix_loss_contribution,actor_prefix_loss_share,actor_continuation_pg_clipfrac,actor_continuation_ppo_kl,actor_continuation_pg_clipfrac_lower,actor_prefix_pg_clipfrac,actor_prefix_ppo_kl,actor_prefix_pg_clipfrac_lower,actor_prefix_clip_override_active,actor_prefix_clip_ratio,actor_prefix_clip_ratio_low,actor_prefix_clip_ratio_high,actor_prefix_clip_ratio_c,actor_grad_norm,perf_mfu_actor,perf_max_memory_allocated_gb,perf_max_memory_reserved_gb,perf_cpu_memory_used_gb,actor_lr,training_global_step,training_epoch,critic_score_mean,critic_score_max,critic_score_min,critic_rewards_mean,critic_rewards_max,critic_rewards_min,critic_advantages_mean,critic_advantages_max,critic_advantages_min,critic_returns_mean,critic_returns_max,critic_returns_min,response_length_mean,response_length_max,response_length_min,response_length_clip_ratio,assistant_response_length_mean,assistant_response_length_max,assistant_response_length_min,response_length_non_aborted_mean,response_length_non_aborted_max,response_length_non_aborted_min,response_length_non_aborted_clip_ratio,response_aborted_ratio,prompt_length_mean,prompt_length_max,prompt_length_min,prompt_length_clip_ratio,num_turns_min,num_turns_max,num_turns_mean,group_reward_all_zero_rate,group_reward_at_least_one_positive_rate,group_reward_positive_responses_per_group_mean,group_reward_positive_responses_per_group_max,group_reward_sum_per_group_mean,group_size_mean,group_size_min,group_size_max,timing_s_start_profile,timing_s_agent_loop_generate_sequences_min,timing_s_agent_loop_generate_sequences_max,timing_s_agent_loop_generate_sequences_mean,timing_s_agent_loop_tool_calls_min,timing_s_agent_loop_tool_calls_max,timing_s_agent_loop_tool_calls_mean,timing_s_agent_loop_slowest_generate_sequences,timing_s_agent_loop_slowest_tool_calls,timing_s_agent_loop_slowest_prompt_length,timing_s_agent_loop_slowest_response_length,timing_s_agent_loop_response_length_min,timing_s_agent_loop_response_length_max,timing_s_agent_loop_response_length_mean,timing_s_agent_loop_llm_response_length_min,timing_s_agent_loop_llm_response_length_max,timing_s_agent_loop_llm_response_length_mean,timing_s_agent_loop_num_turns_min,timing_s_agent_loop_num_turns_max,timing_s_agent_loop_num_turns_mean,timing_s_gen,timing_s_reward,timing_s_old_log_prob,timing_s_adv,timing_s_update_actor,timing_s_step,timing_s_stop_profile,timing_per_token_ms_update_actor,timing_per_token_ms_adv,timing_per_token_ms_gen,perf_total_num_tokens,perf_time_per_step,perf_throughput,timing_s_save_checkpoint,_source_segment
370,True,5920,0.0572545081377029,0.0017843620880739,-9.56726478307246e-05,6.522646799567156e-06,0.012628813565243,-0.0121952391345985,0.0004335745470598,1.0,370.0,1.0,0.0,1.218114733695984,1.218114733695984,8275328.53125,0.0906002128031104,0.0906002128031104,0.1198676842269827,-0.0121952391345985,0.218229663327319,0.0017843620880739,-9.56726478307246e-05,6.522646799567156e-06,0.0389694913756102,-1.064807578921318,0.0,0.0,0.2,0.2,0.2,3.0,1.11328125,0.1601323339772126,190.1246109008789,199.419921875,265.4166564941406,5e-06,370,0,0.9609375,1.0,0.0,0.9609375,1.0,0.0,-0.2766031920909881,0.5400605201721191,-2.4748666286468506,-0.2766031920909881,0.5400605201721191,-2.4748666286468506,1736.1953125,4096.0,583.0,0.0078125,382.21875,2455.0,170.0,1736.1953125,4096.0,583.0,0.0078125,0.0,615.3125,1021.0,305.0,0.0,7,31,14.4921875,0.0,1.0,7.6875,8,7.6875,8.0,8,8,3.00724059343338e-05,1.5061925202608109,20.627074083313342,3.3987287456548074,8.279580628499389,167.2148504909128,53.67170825081121,5.91180850379169,167.2148504909128,539,3045,583.0,4096.0,1736.1953125,170.0,2455.0,382.21875,7.0,31.0,14.4921875,227.9318009540439,9.999610483646391e-05,2.526776136830449,0.0029719173908233,27.54201107658446,258.0315861850977,4.029273986816406e-05,0.0915038259248037,9.873709324879195e-06,1.0256433605902089,300993,258.0315861850977,583.2483620514663,,training_metrics_prefix_grpo.csv
371,True,6112,0.0622458346188068,0.0019042959938815,0.0001359828054887,9.700835335024747e-06,0.0052241963276173,-0.0648917588405311,-0.0596675622509792,1.0,382.0,1.0,0.0,1.1102166771888733,1.1102166771888733,8203487.78125,0.4785243356600404,0.4785243356600404,0.0890486110649429,-0.0648917588405311,0.5854929723309592,0.0019042959938815,0.0001359828054887,9.700835335024747e-06,0.2481655688025057,-0.9584160037338734,0.0,0.0,0.2,0.2,0.2,3.0,1.05859375,0.1668153145065824,190.1246109008789,199.419921875,265.75580978393555,5e-06,371,0,0.859375,1.0,0.0,0.859375,1.0,0.0,-0.1785994917154312,2.4748666286468506,-2.4748666286468506,-0.1785994917154312,2.4748666286468506,-2.4748666286468506,2421.875,4096.0,779.0,0.078125,543.6640625,1941.0,186.0,2421.875,4096.0,779.0,0.078125,0.0,666.375,997.0,392.0,0.0,9,31,19.1328125,0.0,1.0,6.875,8,6.875,8.0,8,8,3.1756237149238586e-05,1.5944835152477026,18.75860197469592,4.921820489224047,15.341559724882243,284.3706316854805,76.14024083175173,9.887628829106688,284.3706316854805,447,3423,779.0,4096.0,2421.875,186.0,1941.0,543.6640625,9.0,31.0,19.1328125,301.57198221981525,9.64496284723282e-05,2.9855888094753027,0.0031031388789415,35.5759505443275,340.1665036417544,3.977306187152863e-05,0.0899982558496101,7.850165139393103e-06,0.9728128458703718,395296,340.1665036417544,581.0331055057454,,training_metrics_prefix_grpo.csv
372,True,4600,0.0588701404631137,0.0014718151687702,5.499003779618761e-05,1.2955225429323036e-05,0.0069522971534752,-0.0411917133606039,-0.0342394163017161,1.0,287.5,1.0,0.0,1.1522824987769127,1.1522824987769127,8281883.9375,0.3046522126533091,0.3046522126533091,0.0780239482707067,-0.0411917133606039,0.5349798148135039,0.0014718151687702,5.499003779618761e-05,1.2955225429323036e-05,0.1647754393052309,-0.9981429949402808,0.0,0.0,0.2,0.2,0.2,3.0,1.03515625,0.1632288285079545,190.1246109008789,199.419921875,266.56005096435547,5e-06,372,0,0.875,1.0,0.0,0.875,1.0,0.0,-0.0896611884236335,2.4748666286468506,-2.4748666286468506,-0.0896611884236335,2.4748666286468506,-2.4748666286468506,2062.6328125,4096.0,505.0,0.0625,460.3828125,1540.0,143.0,2062.6328125,4096.0,505.0,0.0625,0.0,602.4375,990.0,323.0,0.0,7,31,17.4765625,0.0,1.0,7.0,8,7.0,8.0,8,8,3.192201256752014e-05,1.3183693755418062,13.56409020535648,4.200037336238893,13.608851598575711,198.80093548074365,68.43985860716202,3.13685011677444,198.80093548074365,445,1795,505.0,4096.0,2062.6328125,143.0,1540.0,460.3828125,7.0,31.0,17.4765625,223.75601119175556,9.89176332950592e-05,2.642344379797578,0.0029803644865751,30.817915964871645,257.2466626111418,3.698281943798065e-05,0.0903409442318643,8.736766696983037e-06,0.8475060741988415,341129,257.2466626111418,663.0387281557391,,training_metrics_prefix_grpo.csv
373,True,4712,0.0713188499212265,0.0015361772893811,0.0001915613770506,4.275550509191817e-06,0.0074275776569265,-0.0249832718400284,-0.0175556944450363,1.0,294.5,1.0,0.0,1.2069218829274178,1.2069218829274178,9309710.0,0.1823924705386161,0.1823924705386161,0.0783325632571725,-0.0249832718400284,0.2847349631431807,0.0015361772893811,0.0001915613770506,4.275550509191817e-06,0.0916075985878706,-1.033061906695366,0.0,0.0,0.2,0.2,0.2,3.0,0.962890625,0.1664496529741937,190.1246109008789,199.419921875,267.1697998046875,5e-06,373,0,0.8515625,1.0,0.0,0.8515625,1.0,0.0,-0.1461358666419983,2.4748666286468506,-2.4748666286468506,-0.1461358666419983,2.4748666286468506,-2.4748666286468506,2284.75,4096.0,455.0,0.1171875,503.546875,2355.0,133.0,2284.75,4096.0,455.0,0.1171875,0.0,621.6875,948.0,322.0,0.0,7,31,17.5859375,0.0625,0.9375,6.8125,8,6.8125,8.0,8,8,3.236904740333557e-05,1.181264767423272,20.794164657592773,4.521666253247531,10.518468659371138,262.01228388771415,74.6208544348774,2.468855617567897,262.01228388771415,390,1148,455.0,4096.0,2284.75,133.0,2355.0,503.546875,7.0,31.0,17.5859375,308.19195260480046,0.0001072771847248,2.850958716124296,0.0030161999166011,33.5801574382931,344.6547956764698,4.121102392673493e-05,0.0902634169792623,8.107541224762868e-06,1.053835049666267,372024,344.6547956764698,539.7052422697491,,training_metrics_prefix_grpo.csv
374,True,6920,0.0457711815834045,0.0007513426808145,0.0002278874910643,6.578947250091005e-06,0.0019308161718072,-0.0175530136330053,-0.0156221973593346,1.0,432.5,1.0,0.0,1.178985416889191,1.178985416889191,9030659.84375,0.1286643431521952,0.1286643431521952,0.1372076827860865,-0.0175530136330053,0.2780957577556253,0.0007513426808145,0.0002278874910643,6.578947250091005e-06,0.0808965545147657,-1.008798714727163,0.0,0.0,0.2,0.2,0.2,3.0,0.8046875,0.1630513652082657,190.1246109008789,199.419921875,267.2345466613769,5e-06,374,0,0.96875,1.0,0.0,0.96875,1.0,0.0,-0.0378409586846828,0.5400605201721191,-2.4748666286468506,-0.0378409586846828,0.5400605201721191,-2.4748666286468506,1852.046875,4096.0,569.0,0.0703125,355.9453125,1002.0,103.0,1852.046875,4096.0,569.0,0.0703125,0.0,673.125,1006.0,329.0,0.0,5,31,14.609375,0.0,1.0,7.75,8,7.75,8.0,8,8,3.0474737286567688e-05,0.8923321105539799,8.679120115935802,3.1247949565731687,5.017378214746714,226.32988152466717,55.82753061085532,3.6245973706245422,226.32988152466717,896,4096,569.0,4096.0,1852.046875,103.0,1002.0,355.9453125,5.0,31.0,14.609375,294.1954964604229,0.0001041162759065,2.561719484627247,0.0030472390353679,29.493570815771815,326.28481377474964,3.777816891670227e-05,0.0912486489650203,9.427696862738195e-06,1.241006557189355,323222,326.28481377474964,495.3065333637255,,training_metrics_prefix_grpo.csv
375,True,5672,0.0583388656377792,0.0012239847128512,-0.0001401807681986,4.359045760793379e-06,0.0037385528994491,-0.0358151842374354,-0.0320766314398497,1.0,354.5,1.0,0.0,1.3322466984391212,1.3322466984391212,8945138.03125,0.2604994354769587,0.2604994354769587,0.1147378749610174,-0.0358151842374354,0.3970066824022173,0.0012239847128512,-0.0001401807681986,4.359045760793379e-06,0.1271418975666165,-1.170039899647236,0.0,0.0,0.2,0.2,0.2,3.0,0.806640625,0.164692924674023,190.1246109008789,199.419921875,267.5606460571289,5e-06,375,0,0.859375,1.0,0.0,0.859375,1.0,0.0,-0.0597467347979545,1.20761239528656,-1.6201815605163574,-0.0597467347979545,1.20761239528656,-1.6201815605163574,2205.8515625,4096.0,142.0,0.1328125,461.4609375,1787.0,41.0,2205.8515625,4096.0,142.0,0.1328125,0.0,673.0625,967.0,323.0,0.0,3,31,17.015625,0.0625,0.9375,6.875,8,6.875,8.0,8,8,3.612786531448364e-05,0.3383846189826727,15.81482882425189,4.147964605232119,3.35826862975955,233.87997637689116,70.78406531098881,6.932349614799023,233.87997637689116,401,2886,142.0,4096.0,2205.8515625,41.0,1787.0,461.4609375,3.0,31.0,17.015625,265.6753156259656,9.48496162891388e-05,2.811788219958544,0.002979451790452,33.545712200924754,302.0640501957387,3.8351863622665405e-05,0.0910328932646716,8.085328914852343e-06,0.940946543554132,368501,302.0640501957387,609.9716264832076,,training_metrics_prefix_grpo.csv
376,True,7104,0.0523543618619442,0.0010838536600203,-7.42092709060671e-05,4.268356497050263e-05,0.0026679583243094,-0.0280333526898175,-0.0253653946565464,1.0,444.0,1.0,0.0,1.1743188798427582,1.1743188798427582,9040319.71875,0.2069370131939649,0.2069370131939649,0.1394498019777826,-0.0280333526898175,0.2388113778468297,0.0010838536600203,-7.42092709060671e-05,4.268356497050263e-05,0.0991969131864607,-0.995096780359745,0.0,0.0,0.2,0.2,0.2,3.0,1.0234375,0.1644301906660908,190.1246109008789,199.419921875,267.95298767089844,5e-06,376,0,0.8671875,1.0,0.0,0.8671875,1.0,0.0,-0.0528281666338443,1.6201815605163574,-1.6201815605163574,-0.0528281666338443,1.6201815605163574,-1.6201815605163574,2147.8515625,4096.0,294.0,0.0859375,422.1015625,956.0,111.0,2147.8515625,4096.0,294.0,0.0859375,0.0,686.5,887.0,506.0,0.0,5,31,17.3515625,0.0,1.0,6.9375,8,6.9375,8.0,8,8,3.394298255443573e-05,0.9871276281774044,8.593124719336629,3.77435245703964,8.900572707876563,264.6788470521569,64.36548971565207,3.4924524147063494,264.6788470521569,706,3279,294.0,4096.0,2147.8515625,111.0,956.0,422.1015625,5.0,31.0,17.3515625,300.5089821163565,0.0001121647655963,2.7775079496204853,0.0030920021235942,32.98104395158589,336.30442551895976,3.7200748920440674e-05,0.0909077085852029,8.522678312098182e-06,1.0930580417072164,362797,336.30442551895976,539.3877874787983,,training_metrics_prefix_grpo.csv
377,True,5528,0.0527235642075538,0.0017218435204995,2.6794548830366693e-05,0.0,0.0132136566971894,-0.0239636990008875,-0.0107500424201134,1.0,345.5,1.0,0.0,1.273163765668869,1.273163765668869,8110772.84375,0.1740945674246177,0.1740945674246177,0.0982047711216458,-0.0239636990008875,0.2553386600597004,0.0017218435204995,2.6794548830366693e-05,0.0,0.0783990616910159,-1.1316217072308064,0.0,0.0,0.2,0.2,0.2,3.0,1.34375,0.168514690446112,190.1246109008789,199.419921875,268.44379806518555,5e-06,377,0,0.921875,1.0,0.0,0.921875,1.0,0.0,-0.167140856385231,1.6201815605163574,-2.4748666286468506,-0.167140856385231,1.6201815605163574,-2.4748666286468506,2469.6171875,4096.0,892.0,0.0234375,443.5234375,2144.0,223.0,2469.6171875,4096.0,892.0,0.0234375,0.0,683.375,1024.0,355.0,0.0,11,31,17.7734375,0.0,1.0,7.375,8,7.375,8.0,8,8,5.810149013996124e-05,1.9754669349640608,22.39307880587876,3.918251444862108,16.43245387636125,296.2355172391981,100.84547033117268,3.565496504306793,296.2355172391981,470,1844,892.0,4096.0,2469.6171875,223.0,2144.0,443.5234375,11.0,31.0,17.7734375,368.1735780481249,0.0001016184687614,3.00779159553349,0.0030346866697072,35.867385959252715,407.0835241209716,3.719702363014221e-05,0.0888723904605811,7.519361989249543e-06,1.1646971413463147,403583,407.0835241209716,495.7004841592025,,training_metrics_prefix_grpo.csv
378,True,4952,0.0586864724755287,0.0006868433620184,0.0001992541501749,1.1352440196787938e-05,0.0026853993113036,0.0,0.0026853993113036,1.0,309.5,1.0,0.0,1.178781159222126,1.178781159222126,8884617.5,0.0,0.0,0.0972337384448078,0.0,0.0,0.0006868433620184,0.0001992541501749,1.1352440196787938e-05,0.0,-1.012059774249792,0.0,0.0,0.2,0.2,0.2,3.0,0.6796875,0.1638207583511066,190.1246109008789,199.419921875,268.7908744812012,5e-06,378,0,0.828125,1.0,0.0,0.828125,1.0,0.0,-0.0717163160443306,0.935412585735321,-2.4748666286468506,-0.0717163160443306,0.935412585735321,-2.4748666286468506,2075.2265625,4096.0,141.0,0.0546875,485.5859375,1745.0,49.0,2075.2265625,4096.0,141.0,0.0546875,0.0,573.75,856.0,378.0,0.0,3,31,17.96875,0.125,0.875,6.625,8,6.625,8.0,8,8,3.255344927310944e-05,0.4272517431527376,15.48186013288796,4.328041964283329,2.32616632245481,257.4699108880013,67.78588193155883,11.558304987847803,257.4699108880013,385,3544,141.0,4096.0,2075.2265625,49.0,1745.0,485.5859375,3.0,31.0,17.96875,283.7607708275318,9.834207594394684e-05,2.6428877003490925,0.0030058845877647,30.60807032138109,317.04537477344275,3.644265234470368e-05,0.0902709192564967,8.865111784812944e-06,1.068259756380259,339069,317.04537477344275,534.7326076626968,,training_metrics_prefix_grpo.csv
379,True,4312,0.0780655890703201,0.001527166685264,-7.027165531781066e-05,1.3454713098326463e-05,0.0054858968360349,-0.022870166809298,-0.0173842699150554,1.0,269.5,1.0,0.0,1.2182383239269257,1.2182383239269257,9365263.875,0.1676778541877865,0.1676778541877865,0.0633689985041215,-0.022870166809298,0.2056748992269097,0.001527166685264,-7.027165531781066e-05,1.3454713098326463e-05,0.0764139224775135,-1.0392151847481728,0.0,0.0,0.2,0.2,0.2,3.0,1.17578125,0.1657826082907779,190.1246109008789,199.419921875,268.99462127685547,5e-06,379,0,0.7890625,1.0,0.0,0.7890625,1.0,0.0,-0.2328826636075973,2.4748666286468506,-2.4748666286468506,-0.2328826636075973,2.4748666286468506,-2.4748666286468506,2299.921875,4096.0,707.0,0.125,593.3203125,2948.0,220.0,2299.921875,4096.0,707.0,0.125,0.0,597.5625,891.0,306.0,0.0,9,31,18.4296875,0.0625,0.9375,6.3125,8,6.3125,8.0,8,8,3.409571945667267e-05,1.9354906380176544,26.189643347635865,5.352293853589799,15.23125092498958,223.861269203946,68.97064043032879,2.795029627159238,223.861269203946,403,1349,707.0,4096.0,2299.921875,220.0,2948.0,593.3203125,9.0,31.0,18.4296875,267.9864566680044,9.785965085029602e-05,2.8222404904663563,0.0029915403574705,33.4101092312485,304.2595428675413,3.745965659618378e-05,0.0900838260324109,8.066103563626078e-06,0.9103110046808804,370878,304.2595428675413,609.4763643312592,,training_metrics_prefix_grpo.csv
380,True,5440,0.0607967190444469,0.0015230916214932,3.3296645824520965e-05,3.1275534183805576e-05,0.0047798466330277,-0.0294695402262732,-0.0246896937751444,1.0,340.0,1.0,0.0,1.272486187517643,1.272486187517643,9253247.25,0.2136026928201317,0.2136026928201317,0.1038586311077365,-0.0294695402262732,0.2685919240001593,0.0015230916214932,3.3296645824520965e-05,3.1275534183805576e-05,0.1071220780722796,-1.092751406133175,0.0,0.0,0.2,0.2,0.2,3.0,0.908203125,0.162263105056009,190.1246109008789,199.419921875,269.15624618530273,5e-06,380,0,0.890625,1.0,0.0,0.890625,1.0,0.0,-0.1015530824661254,1.20761239528656,-2.4748666286468506,-0.1015530824661254,1.20761239528656,-2.4748666286468506,2031.5,4096.0,620.0,0.0859375,453.1171875,1494.0,186.0,2031.5,4096.0,620.0,0.0859375,0.0,610.0625,941.0,342.0,0.0,9,31,16.8203125,0.0,1.0,7.125,8,7.125,8.0,8,8,4.254281520843506e-05,1.6302493140101433,15.276836827397346,4.135478992408025,12.672325724735856,186.79728620313108,55.21926901063125,2.192545337602496,186.79728620313108,444,1207,620.0,4096.0,2031.5,186.0,1494.0,453.1171875,9.0,31.0,16.8203125,231.85668596625328,0.0001223478466272,2.636547213420272,0.003100112080574,30.878913028165694,265.40363929234445,4.820153117179871e-05,0.0913253076664074,9.168674081905938e-06,0.8916467433479467,338120,265.40363929234445,636.9920188388182,,training_metrics_prefix_grpo.csv
381,True,6296,0.0621516034007072,0.0004350767412688,-0.0001959241316171,5.379583399189869e-06,0.0037357035907916,-0.0161129345651716,-0.0123772309743799,1.0,393.5,1.0,0.0,1.225210726261139,1.225210726261139,9096988.03125,0.1175606921315193,0.1175606921315193,0.1229686419849352,-0.0161129345651716,0.1941526447102698,0.0004350767412688,-0.0001959241316171,5.379583399189869e-06,0.0683214785531163,-1.0577241703867912,0.0,0.0,0.2,0.2,0.2,3.0,0.544921875,0.1647054774267424,190.1246109008789,199.419921875,269.0942840576172,5e-06,381,0,0.8203125,1.0,0.0,0.8203125,1.0,0.0,-0.0488349758088588,1.6201815605163574,-2.4748666286468506,-0.0488349758088588,1.6201815605163574,-2.4748666286468506,2100.0390625,4096.0,729.0,0.1171875,442.7890625,1749.0,160.0,2100.0390625,4096.0,729.0,0.1171875,0.0,688.3125,979.0,398.0,0.0,9,31,16.3359375,0.125,0.875,6.5625,8,6.5625,8.0,8,8,3.225542604923248e-05,1.4243746865540745,14.74906645528972,3.961676437218557,11.789213560521604,236.44798740930852,56.94531641594949,2.612763501703739,236.44798740930852,708,2665,729.0,4096.0,2100.0390625,160.0,1749.0,442.7890625,9.0,31.0,16.3359375,300.8245871141553,0.0001020804047584,2.7674639746546745,0.0030085165053606,32.33564389310777,335.9584442917257,3.7806108593940735e-05,0.0905991272091983,8.429365763711768e-06,1.119118272034208,356909,335.9584442917257,531.1802784901606,,training_metrics_prefix_grpo.csv
382,True,2824,0.0696120485663414,0.0020056134744663,0.0003332188655349,1.2392638836900003e-05,0.0080402402672916,0.0,0.0080402402672916,1.0,176.5,1.0,0.0,1.0919877626001837,1.0919877626001837,7143121.15625,0.0,0.0,0.057235082056301,0.0,0.0,0.0020056134744663,0.0003332188655349,1.2392638836900003e-05,0.0,-0.9695570059120656,0.0,0.0,0.2,0.2,0.2,3.0,1.171875,0.1638720939973344,190.1246109008789,199.419921875,269.69136810302734,5e-06,382,0,0.90625,1.0,0.0,0.90625,1.0,0.0,-0.2170331180095672,1.6201815605163574,-2.4748666286468506,-0.2170331180095672,1.6201815605163574,-2.4748666286468506,2152.8359375,4096.0,325.0,0.0625,498.375,2488.0,90.0,2152.8359375,4096.0,325.0,0.0625,0.0,533.9375,876.0,305.0,0.0,5,31,17.2890625,0.0,1.0,7.25,8,7.25,8.0,8,8,3.3836811780929565e-05,0.8167488761246204,21.57262442447245,4.397429709919379,2.721735125407577,258.8278137911111,94.57883138231408,2.3569764867424965,258.8278137911111,518,2031,325.0,4096.0,2152.8359375,90.0,2488.0,498.375,5.0,31.0,17.2890625,303.79396078921854,0.0001008454710245,2.7159270867705345,0.0030005536973476,31.08747277036309,337.6306901536882,4.169158637523651e-05,0.0903949985617131,8.72489858405802e-06,1.1024482996237468,343907,337.6306901536882,509.2946376460251,,training_metrics_prefix_grpo.csv
383,True,8168,0.0942873358726501,0.0031299110087275,0.0002828118414157,0.0,-0.0002197323774453,-0.0724921372020617,-0.0727118687937036,1.0,510.5,1.0,0.0,1.2438143268227575,1.2438143268227575,8842699.0,0.5324988998472691,0.5324988998472691,0.0981072437444957,-0.0724921372020617,0.6282773869927778,0.0031299110087275,0.0002828118414157,0.0,0.2928835609927773,-1.0806624442338943,0.0,0.0,0.2,0.2,0.2,3.0,1.15234375,0.1680376936510362,190.1246109008789,199.419921875,270.25704193115234,5e-06,383,0,0.734375,1.0,0.0,0.734375,1.0,0.0,-0.1803080439567566,2.4748666286468506,-2.4748666286468506,-0.1803080439567566,2.4748666286468506,-2.4748666286468506,2564.7265625,4096.0,912.0,0.1328125,688.3984375,2694.0,178.0,2564.7265625,4096.0,912.0,0.1328125,0.0,731.625,1019.0,443.0,0.0,9,31,19.8046875,0.0625,0.9375,5.875,8,5.875,8.0,8,8,3.11434268951416e-05,1.5398364216089249,24.427507676184177,6.218064583677915,15.70120571181178,281.4336234740913,70.29156903414696,7.656676892191172,281.4336234740913,467,3472,912.0,4096.0,2564.7265625,178.0,2694.0,688.3984375,9.0,31.0,19.8046875,330.869266461581,8.56742262840271e-05,3.246166529133916,0.0032681673765182,38.00804091989994,372.1561485733837,3.895163536071777e-05,0.0900807495974478,7.745702224093042e-06,1.007872021144984,421933,372.1561485733837,566.8762985878776,,training_metrics_prefix_grpo.csv
384,True,6792,0.0604084692895412,0.001809571402191,4.350065421476757e-05,9.114149179367814e-06,0.0020220709266141,-0.0355518576689064,-0.0335297866549808,1.0,424.5,1.0,0.0,1.1385736018419266,1.1385736018419266,8545547.375,0.259779148735106,0.259779148735106,0.1160790603204564,-0.0355518576689064,0.3200808344626601,0.001809571402191,4.350065421476757e-05,9.114149179367814e-06,0.1461689006537199,-0.9803887344896792,0.0,0.0,0.2,0.2,0.2,3.0,0.94921875,0.1633154717677609,190.1246109008789,199.419921875,269.9115333557129,5e-06,384,0,0.828125,1.0,0.0,0.828125,1.0,0.0,-0.1275025606155395,2.4748666286468506,-2.4748666286468506,-0.1275025606155395,2.4748666286468506,-2.4748666286468506,2027.640625,4096.0,136.0,0.0703125,493.3125,2111.0,43.0,2027.640625,4096.0,136.0,0.0703125,0.0,633.6875,929.0,324.0,0.0,3,31,17.9296875,0.0,1.0,6.625,8,6.625,8.0,8,8,3.136694431304932e-05,0.3809681255370378,20.098661545664072,4.489629131974652,1.7198998183012009,165.8288985621184,49.46486901148455,3.6016790941357613,165.8288985621184,580,2547,136.0,4096.0,2027.640625,43.0,2111.0,493.3125,3.0,31.0,17.9296875,216.03819608315823,9.648501873016356e-05,2.6520127449184656,0.0031096711754798,30.770644024014477,249.49356591328976,4.795938730239868e-05,0.090329206000336,9.128639881050606e-06,0.8323952410943994,340650,249.49356591328976,682.6829356360861,,training_metrics_prefix_grpo.csv
385,True,4520,0.0765776485204696,0.0011104835011792,6.866020524398664e-05,1.558596477480023e-05,0.001088075696316,-0.01648001128342,-0.0153919355580001,1.0,282.5,1.0,0.0,1.2449130564928057,1.2449130564928057,9480909.65625,0.1188836079090833,0.1188836079090833,0.0788687295418227,-0.01648001128342,0.1823572144346992,0.0011104835011792,6.866020524398664e-05,1.558596477480023e-05,0.059230946470052,-1.0703126788139343,0.0,0.0,0.2,0.2,0.2,3.0,0.806640625,0.1663316044130587,190.1246109008789,199.419921875,270.0425033569336,5e-06,385,0,0.8125,1.0,0.0,0.8125,1.0,0.0,-0.0995496436953544,2.4748666286468506,-1.6201815605163574,-0.0995496436953544,2.4748666286468506,-1.6201815605163574,2463.71875,4096.0,479.0,0.09375,611.0390625,2160.0,131.0,2463.71875,4096.0,479.0,0.09375,0.0,610.875,965.0,353.0,0.0,7,31,19.2578125,0.0625,0.9375,6.5,8,6.5,8.0,8,8,5.974806845188141e-05,1.1347773242741823,20.12250610627234,5.494047190222773,8.64597149938345,293.26012022048235,77.88298420142382,20.12250610627234,293.26012022048235,443,4096,479.0,4096.0,2463.71875,131.0,2160.0,611.0390625,7.0,31.0,19.2578125,354.0896296687424,8.801370859146118e-05,2.976226434111595,0.0029926560819149,35.523390335962176,392.6636727042496,3.739260137081146e-05,0.0902644412777149,7.604297523846905e-06,1.1228250918604448,393548,392.6636727042496,501.1260620184955,,training_metrics_prefix_grpo.csv
386,True,5688,0.0673342198133468,0.0015442500989593,-9.862366255219968e-05,0.0,0.0047291770142692,-0.0135320592671632,-0.0088028822819978,1.0,355.5,1.0,0.0,1.0933970510959623,1.0933970510959623,8386821.8125,0.0984511668793857,0.0984511668793857,0.0878931452869192,-0.0135320592671632,0.1943559052129844,0.0015442500989593,-9.862366255219968e-05,0.0,0.0459524802863597,-0.9322883263230324,0.0,0.0,0.2,0.2,0.2,3.0,0.869140625,0.165358378191899,190.1246109008789,199.419921875,270.6467704772949,5e-06,386,0,0.8671875,1.0,0.0,0.8671875,1.0,0.0,-0.1260712444782257,0.935412585735321,-2.4748666286468506,-0.1260712444782257,0.935412585735321,-2.4748666286468506,2238.9296875,4096.0,788.0,0.109375,528.2578125,2218.0,181.0,2238.9296875,4096.0,788.0,0.109375,0.0,650.75,973.0,396.0,0.0,9,31,17.8046875,0.0625,0.9375,6.9375,8,6.9375,8.0,8,8,3.288872539997101e-05,1.6223176158964634,19.810389006510377,4.797312505077571,17.372459694743156,258.0741917341948,66.11314836856036,2.532522628083825,258.0741917341948,558,2135,788.0,4096.0,2238.9296875,181.0,2218.0,528.2578125,9.0,31.0,17.8046875,295.623238267377,9.887106716632844e-05,2.8557253126055,0.0030720606446266,33.25679549202323,331.76701495982707,3.704242408275604e-05,0.0899126349212127,8.30558275713576e-06,1.0315449216016896,369879,331.76701495982707,557.4378755597326,,training_metrics_prefix_grpo.csv
